Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.3.239.13.4,ca-onNPDLN,Board of Directors of Drugless Therapy - Naturopathy License Number,Wendy,Huang,masked,,Iryna Roy,200 Wellington St. W. - Suite 400Toronto ON M5V 3C7Canada,416-591-8069,masked,"Senior Standards Analyst, Registries",Board of Directors of Drugless Therapy - Naturopathy (BDDT-N),"112 Adelaide St. E., Toronto ON M5C 1K9Canada",416-866-8383,office@BDDTN.on.ca,http://www.boardofnaturopathicmedicine.on.ca/,Prof Soc,,Ext,4,,4,Complete,2.16.840.1.113883.3.239.13.4,eHealth Ontario,"The License Number is a unique and permanent number assigned by the Board of Directors of Drugless Therapy to identify each individual naturopath in Ontario, Canada.",1/03/2012 12:00,1/03/2012 12:00,1/03/2012 12:18,,UV
2.16.840.1.113883.4.535,ca-qcRACLN,Association des Acupuncteurs du Quebec License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,Association des Acupuncteurs du Quebec,"6595, rue St-Hubert BP #59015, Montreal QC H2S 3P5Canada",514-982-6567,info@acupuncture-quebec.com,http://www.acupuncture-quebec.com/,Prof Soc,,Int,,,4,Complete,,HL7 Canada,"The Association des Acupuncteurs du Qu&#233;bec License Number is a unique and permanent number assigned by the Association to identify each acupuncturist in Quebec, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:51,,UV
2.16.840.1.113883.4.536,ca-nflMTLN,College of Massage Therapists of Newfoundland and Labrador License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,College of Massage Therapists of Newfoundland and Labrador,"PO Box 23204, Churchill Square, St. John's, NL A1B 4J9Canada",709-739-7181,info@cmtnl.ca,http://www.cmtnl.ca,Prof Soc,,Int,,,4,Complete,,HL7 Canada,"The College License Number is a unique and permanent number assigned by the college to identify each individual massage therapist in Newfoundland and Labrador, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:51,,UV
2.16.840.1.113883.4.537,ca-qcNPDLN,Association des Naturotherapeutes du Quebec License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,Association des Naturotherapeutes du Québec,"27 rue B&#233;liveau, Laval, Quebec H7B 1A7Canada",450-720-0560,anm.anpq@videotron.ca,http://www.anpq.qc.ca/,Prof Soc,,Int,4,,4,Complete,,HL7 Canada,"The Association des Naturotherapeutes du Qu&#233;bec College License Number is a unique and permanent number assigned by the college to identify each individual naturopath in Quebec, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:52,,UV
2.16.840.1.113883.4.538,ca-bcNPDLN,College of Naturopathic Physicians of British Columbia License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,College of Naturopathic Physicians of British Columbia,"804 - 605 Robson Street, Vancouver, BC V6B 5J3Canada",604-688-8236,office@cnpbc.bc.ca,http://www.cnpbc.bc.ca/,Prof Soc,,Int,,,4,Complete,,HL7 Canada,"The College License Number is a unique and permanent number assigned by the College of Naturopathic Physicians of British Columbia to identify each individual naturopath in British Columbia, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:53,,UV
2.16.840.1.113883.4.539,ca-skNPDLN,Saskatchewan Association of Naturopathic Practitioners License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,Saskatchewan Association of Naturopathic Practitioners,"2120 College Ave., Saskatoon, SK S4P 1C5Canada",306-522-0095,info@sanp.ca,http://www.sanp.ca/,Prof Soc,,Int,,,4,Complete,,HL7 Canada,"The License Number is a unique and permanent number assigned by the association to identify each individual naturopath in Saskatchewan, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:55,,UV
2.16.840.1.113883.4.540,ca-mbNPDLN,Manitoba Naturopathic Association License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,Manitoba Naturopathic Association,"971 Corydon Ave., PO Box 434, Winnipeg, MB R3M 0Y0Canada",204-947-0381,info@mbnd.ca,http://www.mbnd.ca/,Prof Soc,,Int,,,4,Complete,,HL7 Canada,"The License Number is a unique and permanent number assigned by the association to identify each individual naturopath in Manitoba, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:58,,UV
2.16.840.1.113883.4.541,ca-nsNPDLN,Nova Scotia Association of Naturopathic Doctors License Number,Wendy,Huang,masked,,Anne Belford,"5090 Explorer DriveMississauga, Ontario  L4W 4X6Canada",905-629-5729,masked,,Nova Scotia Association of Naturopathic Doctors,"1100 - 5991 Spring Garden Rd., Halifax NS B3H 1Y6Canada",902-406-0100,info@nsand.ca,http://nsand.ca/,Prof Soc,,Int,4,,4,Complete,,HL7 Canada,"The License Number is a unique and permanent number assigned by the association to identify each individual naturopath in Nova Scotia, Canada.",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:00,,UV
2.16.840.1.113883.3.1690,heywood,Heywood Hospital,Jessica,Lanzoni,masked,,Jessica Lanzoni,"Heywood Hospital242 Green StreetGardner, MA01440",978-630-6103,masked,Clinical Informaticist,Heywood Hospital,"242 Green StreetGardner, MA01440",978-630-6103,lanz.j@heywood.org,http://www.heywood.org,Provider,,Int,,,3,Complete,,HL7 International,Root OID for Heywood Hospital.,2/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:03,,UV
2.16.840.1.113883.17.65,jacksonchiropractic,Jackson Chiropractic Clinic,Charles,Jackson,masked,,Charles Jackson DC,"2455 E Hill RdGrand Blanc, Michigan 48439",810 695 4090,masked,,Charles Jackson DC,"2455 E Hill RdGrand Blanc, Michigan 48439",810 695 4090,DrJackson@JacksonChiro.net,http://www.JacksonChiro.net,Provider,,Int,,,17,Complete,,HL7 International,Identifier for Jackson Chiropractic Clinic.,2/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:06,,US
2.16.840.1.113883.3.1691,wamc,West Anaheim Medical Center,Belly,Alquino,masked,Jason Williams,Belly Alquino,"3033 W Orange Ave.Anaheim, CA 92804",714-741-4801,masked,Application Analyst,Jason Williams,"3033 W Orange Ave.Anaheim, CA 92804",714-741-4803,JWilliams2@primehealthcare.com,http://10.150.10.133/wamcIntranet/,Provider,,Int,4,,3,Complete,,HL7 International,Root OID for West Anaheim Medical Center.,2/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:09,,UV
2.16.840.1.113883.4.542,narh,North Adams Regional Hospital,Frances,Czarnecki,masked,,Frances Czarnecki,"Frances CzarneckiNorth Adams Regional Hospital71 Hospital AveNorth Adams, MA 01247",413-664-5151,masked,Information Technology Applications Manager,North Adams Regional Hospital,"71 Hospital AvenueNorth Adams, MA 01247",413-664-5000,fczarnecki@nbhealth.org,http://www.nbhealth.org,Provider,,Int,,,4,Complete,,HL7 International,This will be used to exchange clinical data between health facilities and health providers in the CCD (continuity of care document) required for meaningful use.,2/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:11,,UV
2.16.840.1.113883.3.1692,healthCareSoftware,Health Care Software OID,Andrew,Gilbert,masked,,Andrew Gilbert,,1-800-524-1038,masked,,"Health Care Software, Inc. ","Monmouth Shores Corporate ParkP.O. Box 2430Farmingdale, NJ 07727",1-800-524-1038,agilbert@hcssupport.com,http://www.hcsinteractant.com/,Vendor,,Int,,,3,Complete,,HL7 International,Root OID for Health Care Software.,4/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:16,,UV
2.16.840.1.113883.3.1693,cchhs,Cook County Health and Hospitals System,Bala,Hota,masked,,Bala Hota,"1900 W Polk St, #1248Chicago, IL 60612",312-864-4592,masked,Chief Medical Information Officer,Cook County Health and Hospital System,"1969 W. Ogden Ave.Chicago, IL 60612",3128646000,bhota@cookcountyhhs.org,,Provider,,Int,3,,3,Complete,,HL7 International,Cook County Health and Hospitals System (CCHHS) Root OID.,5/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:17,,UV
2.16.840.1.113883.4.543,island,Skagit County Public Hospital District #2,Thomas,Bluhm,masked,,Thomas Bluhm,"Island Hospital1211 24th StreetAnacortes, WA 98221",(360) 299-1335,masked,I.S. Director,Island Hospital,"1211 24th StreetAnacortes, WA 98221",(360) 299-1335,tbluhm@islandhospital.org,http://www.islandhospital.org/,Provider,,Int,,,4,Complete,,HL7,Identifier for Island Hospital.,5/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:19,,UV
2.16.840.1.113883.17.66,bvchc,Blackstone Valley Community Health Care,Robert,Giroux,masked,,Robert Giroux,BlackStone Valley Community Health Care 36 Park PlacePawtucket RI 02860,401-722-0080,masked,CIO,Blackstone Valley Community Health Care,BlackStone Valley Community Health Care36 Park PlacePawtucket RI 02860,401-722-0080,rgiroux@bvchc.org,,Provider,,Int,17,,17,Complete,,HL7 International,Exchange of patient data between reporting entities; first use will be communication between Blackstone Valley Community Health Care and RIQI Current Care project.,5/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:27,,UV
2.16.840.1.113883.13.214,cVMDocumentTrackingSystemSTARS,CVM Document Tracking System (STARS),Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish Place Rockville, MD 20855 ",240-453-6876,masked,Business Process Improvement Manager,FDA/CVM,"7519 Standish Place Rockville, MD 20855 ",240-453-6876,Glenn.Peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,This FDA/CVM Document Tracking System includes application numbers for animal drugs.  This vocabulary list will be used for HL7 ICSR messages for veterinary adverse event reporting.,5/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:30,,UV
2.16.840.1.113883.3.1695,crh,Culpeper Regioal Hospital,Steve,Speelman,masked,brock@culpeperhospital.com,Steve Speelman,"501 Sunset LaneCulpeper, VA 22701",540-829-4146,masked,Imaging Informatic Coordinator,Culpeper Regional Hospital,"501 Sunset LaneCulpeper, VA 22701",540-829-5746,sspeelman@culpeperhospital.com,http://www.culpeperhospital.com/aboutContactUs.html,Exchange,,Int,3,,3,Complete,,HL7 International,Regional Hospital looking to query and retrieve CCD documents from regional clearing houses as well as other hospitals. ,6/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:33,,US
2.16.840.1.113883.3.1687.100,unmh,University of New Mexico Hospitals,Holly,Willis,masked,Glen Jornigan,Holly Willis,"UNM Hospitals Information Technology Division933 Bradbury Drive SE, Suite 3131Albuquerque, NM 87106",505-272-0505,masked,Systems (Integration) Analyst,UNM Hospitals,"2211 Lomas Blvd NEAlbuquerque, NM 87106",505-272-3288,gjornigan@salud.unm.edu,,Provider,2.16.840.1.113883.3.1687,Ext,17,,3,Complete,2.16.840.1.113883.3.1687.100,University of New Mexico Health Sciences Center,UNMHSC/University of New Mexico Hospitals (main facility).,6/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:37,,UV
2.16.840.1.113883.3.1696,ghsmi,Genesys Health System,Marie ,Kuz,masked,,Marie Kuz,,8106038927,masked,,Genesys Health System,"5445 Ali Drive Dept. 100Grand Blanc, MI 48439",8106038927,Marie.kuz@genesys.org,,Provider,,Int,,,3,Complete,,HL7 International,Root OID for Genesys Health System.,6/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:34,,UV
2.16.840.1.113883.3.1697,ghspmi,Genesys Health System Practices,Marie ,Kuz,masked,,Marie Kuz,,8106038927,masked,,Genesys Health System Practices,,8106038927,Marie.kuz@genesys.org,,Provider,,Int,,,3,Complete,,HL7 International,Root OID for Genesys Health System Practices.,6/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:39,,UV
2.16.840.1.113883.3.183.1.1,gchb-elysium-gch,HealthBridge OID for the Elysium system gch instance,Mike,Wells,masked,,Mike Wells,"11300 Cornell Park Dr. Suite 360Cincinnati, Ohio 45242",5132475280,masked,IT Director,Greater Cincinnati HealthBridge,"11300 Cornell Park Dr. Suite 360Cincinnati, Ohio 45242",5134697222,hostmaster@healthbridge.org,http://www.healthbridge.org,Exchange,2.16.840.1.113883.3.183,Ext,14,,14,Complete,2.16.840.1.113883.3.183.1.1,Greater Cincinnati HealthBridge,This is the OID that is assigned to the GCH instance of the Elysium product. A unique OID must be assigned to each CPI within Elysium. ,6/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:41,,UV
2.16.840.1.113883.3.1698,candlerhospital,St Joseph's/Candler  - Candler Hospital,Richard,Brown,masked,Gloria Broadstreet,Richard Brown,"5401 Paulsen StSavannah, GA31405",912-819-6678,masked,Sr Application Support Analyst,Candler Hospital,"5353 Reynolds StSavannah, GA31405",912-819-6000,broadstreetg@sjchs.org,http://www.sjchs.org/,Provider,,Int,,,3,Complete,,HL7 International,St Joseph's/Candler Hospital root object for use in the HL7 messaging for Iatric CDE.,7/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:44,,UV
2.16.840.1.113883.3.1699,stjosephshospital,St Joseph's/Candler - St. Joseph's Hospital,Richard,Brown,masked,Gloria Broadstreet,Richard Brown,"5401 Paulsen StSavannah, GA31405",912-819-6678,masked,Sr Application Support Analyst,St Joseph's Hospital,"11705 Mercy BlvdSavannah, Ga31419",912-819-4100,broadstreetg@sjchs.org,http://www.sjchs.org,Provider,,Int,,,3,Complete,,HL7 International,St. Joseph's Hospital root object for iatric CDE interface.,7/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:48,,UV
2.16.840.1.113883.3.183.1.2,gchb-elysium-blm,HealthBridge OID for the Elysium system BLM instance,Mike,Wells,masked,,Mike Wells,"11300 Cornell Park Dr. Suite 360Cincinnati, Ohio 45242",5132475280,masked,IT Director,Mike Wells,"11300 Cornell Park Dr. Suite 360Cincinnati, Ohio 45242",5134697222,hostmaster@healthbridge.org,http://www.healthbridge.org,Exchange,2.16.840.1.113883.3.183,Ext,14,,14,Complete,2.16.840.1.113883.3.183.1.2,Greater Cincinnati HealthBridge,This is the OID that is assigned to the BLM instance of the Elysium product. A unique OID must be assigned to each CPI within Elysium.,7/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:50,,UV
2.16.840.1.113883.17.67,hjb1958,Howard J. Brown DC,Howard,Brown,masked,,Howard J Brown,"Box 716915 23rd AveSidney, NE 69162",308-254-5331,masked,Owner,Howard J Brown DC,"Box 716915 23rd AveSidney, NE 69162",308-254-5331,drbrown@alloisp.com,,Provider,,Int,,,17,Complete,,HL7 International,Identifier for Howard J. Brown's family chiropractic clinic.,7/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:52,,US
2.16.840.1.113883.3.1700,wdmh-oid,Winchester District Memorial Hospital Object ID,Stefan,Gagnon,masked,Sean Obrien,Sean Obrien,"566 Louise StreetWinchester,OntarioK0C 2K0",613-774-2420 ext 6888,masked,Chief Technical Officer,Winchester District Memorial Hospital,"566 Louise StreetWinchester,OntarioK0C 2K0",613-774-2420,sdesk@wdmh.on.ca,https://www.wdmh.on.ca,Provider,,Int,,,3,Complete,,HL7 International,This root OID is to house the lists utilized by the WDMH. WDMH is an acute care facility that integrates with various foreign systems to share its health records.Ensure that this OID is used correctly by contacting the sdesk@wdmh.on.ca email associated with this ID.,7/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:58,,UV
2.16.840.1.113883.3.1701,scwst,sichuan weishengting,Lin,Xd,masked,woohe,Lin Xd,sc chengdu china,8.61398E+12,masked,ITO,Schino,,,lin_xd@126.com,http://www.scwst.gov.cn,Govt body,,Int,3,,3,Complete,,HL7 International,Root OID for Sichuansheng Weishengting.,7/03/2012 12:00,23/03/2012 12:00,23/03/2012 4:01,,CN
2.16.840.1.113883.17.68,jjminton2005,Dr. Jay Minton,Jay,Minton,masked,,Dr Jay Minton,"11940 w central ste 102Wichita, KS 67212",316-729-4447,masked,owner,Dr. Jay Minton,"11940 w central ste 102Wichita, KS 67212",316-729-4447,mintonchiro@earthlink.net,http://www.wichitadrx.com,Provider,,Int,,,17,Complete,,HL7 International,Identifier for Dr. Jay Minton's Family Chiropractic Clinic.,8/03/2012 12:00,23/03/2012 12:00,23/03/2012 3:55,,US
2.16.840.1.113883.3.1702,capc,CAP Connect,Robert,Lawlis,masked,Travis Turner,Robert Lawlis,"401 Dates Drive, Ithaca, NY",607 252 3683,masked,Director of Operations,CAP CONNECT,"401 Dates DriveIthaca, NY",607 252 3683,rlawlis@cayugamed.org,,Vendor,,Int,,,3,Complete,,HL7 International,Clinical Integration Servicing Organization; a joint venture of Cayuga Medical Center (CMC) and Cayuga Area Plan (CAP). OID will be used for uniquely identifying data related to the clinical integration efforts of CMC & CAP.,8/03/2012 12:00,23/03/2012 12:00,23/03/2012 4:04,,UV
2.16.840.1.113883.3.1703,aapmeasures,AAP Measure: Pediatric Weight in Kilograms in the Emergency Department,Junelle,Speller,masked,,Junelle Speller,,847-434-7650,masked,Senior Health Policy Analyst,Junelle Speller,"American Academy of Pediatrics141 NW Point BlvdElk Grove Village, IL 60007",,jspeller@aap.org,http://www.aap.org,Prof Soc,,Int,,,3,Complete,,HL7 International,Quality measure of the percentage of children in the emergency department who have had an assessment of weight in kilograms.,8/03/2012 12:00,23/03/2012 12:00,23/03/2012 4:08,,UV
2.16.840.1.113883.17.69,lcosince1921,"Loveland Chiropractic Offices, Inc.",Jamie,Bailey,masked,,Jamie Bailey,"215 Loveland-Madeira Rd., Loveland, OH  45140",513-683-1052,masked,System Manager,Jeffrey T. Kemmet,"215 Loveland-Madeira Rd., Loveland, OH  45140",513-683-1052,lovelandchiro@fuse.net,http://www.lovelandchiro.com,Provider,,Int,,,17,Complete,,HL7 International,"Identifier for Loveland Chiropractic Offices, Inc.",8/03/2012 12:00,23/03/2012 12:00,23/03/2012 4:11,,US
2.16.840.1.113883.17.70,healthkey,HealthKey,Robert,Giroux,masked,,Robert Giroux,Blackstone Valley Community Health Care36 Park PlacePawtucket RI 02860,401-312-9810,masked,CIO,HealthKey,Blackstone Valley Community Health Care36 Park PlacePawtucket RI 02860,401-312-9810,rgiroux@bvchc.org,,Provider,,Int,17,,17,Complete,,HL7 International,HealthKey object identifier for establishing connectivity with RIQI Current Care.,8/03/2012 12:00,23/03/2012 12:00,23/03/2012 4:16,,UV
